,Final_matn,matn_length,chapter_no,chapter,level
583,احد يصل جاء شيط لبس يدر احد سجد سجد جلس,152,22,Forgetfulness in Prayer - كتاب السهو,سهل
584,رسلو عئش فقل قرأ عليها سلم منا جمع وسل ركع صلة عصر وقل انك صلن بلغ نبي نهى وقل عبس وكن ضرب ناس عمر خطب كرب دخل عئش بلغ رسلو فقل سل سلم خرج الي أخبر بقل ردو سلم مثل رسلو عئش فقل سلم نبي نهى رأت يصل عصر دخل عند نسة بني حرم صار أرسل اله جري فقل قوم جنب قول تقل سلم سمع نهى وأر صله اشر بيد فاستأخري فعل جري أشر بيد فاستأخرت فلم صرف ابي امة سأل ركع عصر وإن اتا ناس عبد قيس شغلو ركع ظهر فهم,865,22,Forgetfulness in Prayer - كتاب السهو,صعب
585,بلغ بني عمرو عوف بين شىء خرج صلح بين انس معه حبس وحن صلة فجء بلل ابي بكر بكر حبس حنت صلة فهل تؤم ناس شئت أقم بلل قدم بكر كبر ناس وجء يمش صفف لصف أخذ ناس صفق بكر لفت صلت فلم ناس تفت أشر اله أمر يصل رفع بكر يده حمد رجع قهقرى ورء لصف قدم صلى ناس فلم فرغ ناس ناس ناب شىء صلة اخذ صفق صفق نسء نبه شىء صلت يقل فإن سمع تفت بكر نعك تصل ناس اشر بكر نبغ لبن ابي قحف يصل يدى,1098,22,Forgetfulness in Prayer - كتاب السهو,صعب
586,دخل عئش وهي تصل قئم ناس قيم فقل شأن ناس أشر رأس سمء فقل اية فقل رأس,136,22,Forgetfulness in Prayer - كتاب السهو,سهل
587,بيت شاك جلس صلى ورء قوم قيا أشر الي جلس فلم صرف امم ليؤ ركع ركع رفع رفع,184,22,Forgetfulness in Prayer - كتاب السهو,سهل
588,اتا ات ربي أخبر بشر مات امت يشر بلل شيئ دخل جنة زنى سرق زنى سرق,146,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
589,مات يشر بلل شيئ دخل نار وقل مات يشر بلل شيئ دخل جنة,90,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
590,امر نبي سبع ونه امر تبع جنز عيد ريض إجب دعي نصر ظلم إبرار قسم سلم تشم عطس ونه انة فضة وخا ذهب حرر ديباج قسي برق,234,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
591,حق سلم سلم رد سلم عيد ريض تبع جنز إجب دعة تشم عطس,100,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
592,بكر فرس سكن سنح نزل دخل سجد فلم كلم ناس نزل دخل عئش يمم نبي سجى برد حبر كشف وجه اكب قبل بكى بأب نبي جمع موت وتة كتب فقد تها سلم أخبر عبس بكر خرج عمر كلم ناس جلس أبى جلس أبى شهد بكر فمل اله ناس وتر عمر نكم عبد حمد حمد مات عبد حى يمت على حمد شكر ولل لكأ ناس يكن علم نزل اية تلا بكر تلق ناس فما سمع بشر تلو,827,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
593,علء مرأ صار بيع نبي خبر قسم هجر قرع فطر عثم مظع فأنزلناه بيت وجع وجع توف فلم توف غسل وكف ثوب دخل فقل رحم سئب شهد كرم نبي يدر كرم فقل بأب كرم فقد جءه يقن ولل أرجو خير ولل ادر وأن فعل فلل ازك احد بعد,549,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
594,قتل ابي جعل كشف ثوب وجه ابك نهو نبي ينه جعل عمت فطم تبك نبي تبك تبك زلت لئك تظل أجنح رفعتمو,215,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
595,نعى نجش مات خرج صلى فصف كبر ربع,104,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
596,رية زيد أصب اخذ جعفر أصب اخذ عبد روح أصب عينى ذرف اخذ خلد ولد امر فتح,172,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
597,مات انس يعد فمت ليل دفنو ليل فلم خبرو منع علمو قال ليل فكر وكانت ظلم نشق أتى قبر صلى,198,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
598,ناس سلم وفى بلغ حنث دخل جنة فضل رحم,98,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
599,نسء قلن نبي جعل يوم وعظ وقل ايم مرأ مات ولد كان حجب نار مرأ وثن وثن وقل شرك اصب صلح ابي سعد وأب هرر نبي هرر بلغ حنث,331,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
600,يمت سلم ولد يلج نار تحل قسم عبد نكم ورد,112,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
601,مر نبي مرأ قبر وهي تبك اتق صبر,84,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
602,دخل علي وفت ابن غسل ثلث خمس رأي بمء سدر جعل اخر كفر شيئ كفر فرغ فآذ فلم فرغ ذنه أعط حقه شعر تعن زره,269,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
603,دخل علي ونح غسل ابن غسل ثلث خمس بمء سدر جعل اخر كفر فرغ فآذ فلم فرغ ذنه ألقى الي حقه شعر ايب حدث حفص مثل حدث حمد حدث حفص غسل وتر ثلث خمس سبع بدأ يام وضع وضء عطة مشط قرن,461,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
604,بدأ يام وضع وضء,43,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
605,غسل نبي ونح غسل بدأ يام وضع وضء,98,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
606,وفت نبي غسل ثلث خمس رأي فرغ فآذ فلم فرغ ذنه نزع حقه زره وقل شعر,184,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
607,وفت بنت نبي خرج غسل ثلث خمس رأي بمء سدر جعل اخر كفر شيئ كفر فرغ فآذ فلم فرغ ذنه ألقى الي حقه شعر وعن ايب حفص عطة نحو وقل غسل ثلث خمس سبع رأي حفص عطة جعل رأس قرن,442,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
608,انه جعل رأس قرن نقض غسل جعل قرن,95,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
609,سير جءت عطة مرأ صار بيع قدم بصر بدر ابن فلم تدر حدث دخل علي نبي ونح غسل ابن غسل ثلث خمس رأي بمء سدر جعل اخر كفر فرغ فآذ فلم فرغ لقى الي حقه شعر ولم يزد ادر بنت زعم شعر ففن كذل سير أمر رأة شعر ؤزر,484,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
610,ضفر شعر نبي تعن قرن وقل وكع سفي نصي وقر,99,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
611,وفت بنت نبي فأت نبي غسل سدر وتر ثلث خمس رأي جعل اخر كفر شيئ كفر فرغ فآذ فلم فرغ ذنه ألقى الي حقه ضفر شعر قرن ألق خلف,290,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
612,كفن ثوب يمن بيض سحل كرسف فيه قمص عمم,104,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
613,بين رجل وقف عرف وقع رحل وقص أوقص نبي غسلو بمء سدر كفنو ثوب حنطو خمر رأس فإن بعث يوم قيم ملب,194,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
614,بين رجل وقف عرف وقع رحل أقصع أقعص غسلو بمء سدر كفنو ثوب حنطو خمر رأس بعث يوم قيم ملب,237,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
615,رجل وقص بعر ونح نبي حرم نبي غسلو بمء سدر كفنو ثوب مسو طيب خمر رأس بعث يوم قيم لبد,204,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
616,رجل وقف نبي عرف وقع رحل ايب وقص وقل عمرو أقصع فمت غسلو بمء سدر كفنو ثوب حنطو خمر رأس فإن بعث يوم قيم ايب يلب وقل عمرو ملب,233,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
617,عبد ابى توف جاء ابن نبي اعط قمص اكف وصل غفر أعط نبي قمص اذن اصل فآذ فلم ارد يصل جذب عمر الس نهك تصل نفق خير غفر غفر غفر مرة فلن غفر صلى نزل تصل نهم مات,453,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
618,اتى نبي عبد ابى دفن أخرج نفث ريق ألبس قمص,96,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
619,كفن نبي ثوب سحل كرسف قمص عمم,81,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
620,كفن ثوب قمص عمم,78,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
621,كفن ثوب بيض سحل قمص عمم,89,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
622,عبد رحم عوف اتي طعم صائ قتل صعب عمر خير مني كفن برد غطي رأس بدت رجل غطي رجل بدا رأس وأر قتل حمز خير مني بسط دنا بسط اعط دنا اعط خشي تكون حسن عجل يبك طعم,309,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
623,هجر نبي تمس وجه وقع اجر فمن مات أكل اجر شيئ نهم صعب عمر ومن ينع ثمر فهو هدب قتل يوم فلم نجد نكف برد غطي رأس خرج رجل غطي رجل خرج رأس أمر نبي نغط رأس وأن جعل رجل ذخر,335,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
624,مرأ جءت نبي برد نسج حشي تدر برد قال شمل نسج بيد فجئ أكسو أخذ نبي حتج الي خرج الي وإن زره فحس اكس احس قوم احس لبس نبي حتج الي سأل علم يرد ولل سأل ألبس سأل لتك كفن سهل فكن كفن,425,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
625,نهي تبع جنز ولم عزم علي,41,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
626,توف لأم عطة فلم ثلث دعت صفر مسح وقل نهي نحد بزج,118,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
627,جاء نعى ابي سفي شأم دعت حبب صفر ثلث مسح عرض ذرع وقل كنت لغن اني نبي يحل مرأ تؤم بلل يوم اخر تحد ميت زوج فإن تحد شهر عشر,294,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
628,دخل حبب زوج نبي فقل يحل مرأ تؤم بلل يوم اخر تحد ميت زوج شهر عشر دخل زينب جحش توف اخو فدع بطب فمس طيب حجة اني نبر يحل مرأ تؤم بلل يوم اخر تحد ميت زوج شهر عشر,435,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
629,مر نبي مرأ تبك قبر اتق صبر فإن تصب صيب ولم عرف فقل نبي فأت باب نبي فلم تجد عند بوب فقل عرف صبر صدم ولى,287,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
630,رسل ابن نبي اله ابن قبض فئت أرسل قرئ سلم يقل لله وله وكل عند أجل سمى صبر حسب أرسل اله قسم ليأ فقم ومع سعد عبد عاذ جبل أبى كعب وزد ثبت رجل رفع صبي نفس قعقع حسب كأن شن ففض عين سعد رحم جعل قلب عبد رحم عبد رحماء,476,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
631,شهد بنت رسل رسل جلس قبر فرأ عين دمع نكم رجل قرف ليل طلح نزل نزل قبر,223,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
632,وفت ابن عثم بمك وجئ شهد حضر عمر وبن عبس عنهم وإن جلس بين جلس احد جاء اخر جلس جنب عبد عمر عمرو عثم نهى بكء ميت عذب بكء اهل عبس عمر حدث صدر عمر مكة كنا يدء ركب ظل سمر ذهب نظر ركب نظر صهب أخبر ادع رجع صهب فقل رحل لحق امر ؤمن فلم اصب عمر دخل صهب يبك وأخ واصاحباه عمر صهب اتب ميت عذب بعض بكء اهل عبس فلم مات عمر ذكر لعش فقل رحم عمر ولل حدث عذب ؤمن بكء اهل يزد كفر عذب بكء اهل وقل حسب قرآ تزر وزر وزر خرى عبس ولل اضح أبكى ابي ليك ولل عمر شيئ,1218,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
633,انه خبر انه عئش زوج نبي مر يهد يبك عليها اهل نهم ليب عليها وإن عذب قبر,197,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
634,اصب عمر صهب وأخ عمر علم نبي ميت عذب بكء لحى,136,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
635,كذب ككذب كذب تعمد تبأ قعد نار نبي نيح عذب نيح,153,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
636,ميت عذب قبر نيح,33,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,سهل
